title,genres,runtime,vote_average,vote_count,year
Patlabor: The Movie,"['action', 'animation', 'science fiction']",100.0,6.6,27.0,1989
The Reflecting Skin,"['drama', 'horror', 'thriller']",95.0,6.7,41.0,1990
Riff-Raff,"['comedy', 'drama']",95.0,6.4,22.0,1991
State of Grace,"['drama', 'action', 'thriller', 'crime']",134.0,6.5,73.0,1990
Auntie Danielle,"['comedy', 'drama']",111.0,6.5,38.0,1990
Time to Kill,"['war', 'drama']",110.0,5.8,4.0,1989
"Welcome Home, Roxy Carmichael","['drama', 'comedy']",95.0,6.2,27.0,1990
35 Up,"['documentary', 'foreign']",123.0,7.7,8.0,1991
Days of Being Wild,"['crime', 'drama', 'romance']",91.0,7.3,85.0,1990
Across the Tracks,['drama'],100.0,5.5,17.0,1991
Begotten,"['fantasy', 'horror']",78.0,5.0,64.0,1990
Life on a String,"['drama', 'foreign']",110.0,7.0,2.0,1991
Cadence,['drama'],97.0,6.4,21.0,1990
Closet Land,['drama'],94.0,6.6,11.0,1991
Delusion,['crime'],100.0,4.8,3.0,1991
Dollman,"['action', 'comedy', 'crime', 'science fiction']",82.0,5.5,16.0,1991
Dutch,['comedy'],107.0,6.4,66.0,1991
Guilty by Suspicion,"['drama', 'thriller']",100.0,5.9,29.0,1991
Hearts of Darkness: A Filmmaker's Apocalypse,['documentary'],96.0,8.0,61.0,1991
High Strung,['comedy'],93.0,5.4,10.0,1991
Homicide,"['drama', 'crime']",102.0,5.9,32.0,1991
Johnny Stecchino,['comedy'],102.0,7.4,190.0,1991
A Kiss Before Dying,"['mystery', 'thriller', 'crime']",95.0,5.6,17.0,1991
Riki-Oh: The Story of Ricky,"['comedy', 'action', 'thriller']",90.0,6.8,67.0,1991
Light Sleeper,"['drama', 'crime']",103.0,5.7,15.0,1992
The Linguini Incident,"['comedy', 'crime']",98.0,8.0,2.0,1991
Mannequin Two: On the Move,"['fantasy', 'comedy', 'science fiction', 'romance']",95.0,4.6,28.0,1991
Only Yesterday,"['animation', 'drama', 'romance']",118.0,7.0,152.0,1991
Once Around,"['comedy', 'drama', 'romance']",115.0,5.8,15.0,1991
Other People's Money,"['comedy', 'drama']",103.0,6.1,34.0,1991
Out for Justice,"['action', 'thriller', 'crime']",91.0,5.9,113.0,1991
Prospero's Books,"['drama', 'fantasy']",120.0,6.5,27.0,1991
Quigley Down Under,"['romance', 'action', 'adventure', 'western', 'drama']",119.0,6.5,120.0,1990
Rubin and Ed,"['drama', 'comedy']",82.0,7.0,6.0,1991
Shout,"['drama', 'romance']",89.0,5.0,6.0,1991
Stinsen brinner... filmen alltså,[],0.0,5.8,2.0,1991
Stone Cold,"['action', 'crime', 'thriller']",92.0,5.6,35.0,1991
Strangers in Good Company,['drama'],101.0,7.0,4.0,1990
Surviving Desire,"['comedy', 'drama', 'romance']",53.0,7.2,6.0,1992
All the Mornings of the World,"['drama', 'romance', 'history']",109.0,6.3,29.0,1991
Assassin of the Tsar,"['history', 'drama']",104.0,6.3,6.0,1991
Wild Hearts Can't Be Broken,"['drama', 'family']",88.0,7.4,25.0,1991
Prime Suspect 2,"['drama', 'crime', 'tv movie']",203.0,7.2,14.0,1992
Aileen Wuornos: The Selling of a Serial Killer,"['documentary', 'foreign']",87.0,7.1,17.0,1992
Barbarian Queen II: The Empress Strikes Back,"['action', 'adventure', 'fantasy']",80.0,3.2,3.0,1992
Captain America,"['action', 'science fiction', 'war']",97.0,4.5,87.0,1990
City Hunter,"['action', 'adventure', 'comedy', 'romance']",105.0,6.3,68.0,1993
The Oak,"['comedy', 'drama']",105.0,5.9,6.0,1992
Citizen Cohn,['drama'],107.0,7.3,3.0,1992
Crossing The Bridge,['drama'],103.0,6.5,7.0,1992
Diggstown,"['action', 'comedy', 'drama']",98.0,6.5,31.0,1992
Innocent Blood,"['comedy', 'horror', 'thriller', 'crime']",112.0,6.2,57.0,1992
Johnny Suede,"['comedy', 'romance']",97.0,4.8,14.0,1991
Porco Rosso,"['comedy', 'animation', 'adventure']",94.0,7.6,563.0,1992
The Stolen Children,['drama'],114.0,7.1,17.0,1992
LadyBugs,"['comedy', 'family']",90.0,5.3,35.0,1992
The Mambo Kings,"['drama', 'music']",104.0,5.9,32.0,1992
Night and the City,"['thriller', 'comedy', 'crime', 'drama']",105.0,5.2,16.0,1992
The Story of Qiu Ju,"['comedy', 'drama']",100.0,7.2,27.0,1992
Shining Through,"['drama', 'romance', 'thriller']",132.0,6.2,34.0,1992
Sidekicks,"['action', 'adventure', 'drama', 'family']",101.0,4.9,41.0,1992
Tito and Me,['comedy'],104.0,7.5,11.0,1992
A Heart in Winter,"['drama', 'romance']",105.0,7.5,32.0,1992
Visions of Light,['documentary'],92.0,7.0,12.0,1992
New Dragon Gate Inn,['action'],103.0,7.4,23.0,1992
Life and Nothing More...,"['adventure', 'drama']",95.0,6.9,17.0,1992
House of Angels,['comedy'],127.0,5.3,15.0,1992
Return to Lonesome Dove,"['drama', 'western']",340.0,6.4,10.0,1993
American Ninja 5,"['action', 'thriller']",102.0,4.1,24.0,1993
The Baby of Mâcon,"['drama', 'history']",122.0,7.3,21.0,1993
Bad Boy Bubby,"['crime', 'drama']",114.0,7.1,72.0,1993
The Bride with White Hair,"['adventure', 'fantasy', 'drama', 'action', 'science fiction']",92.0,6.2,25.0,1993
Barbarians at the Gate,"['comedy', 'drama']",107.0,6.8,12.0,1993
Calendar,"['comedy', 'drama', 'romance']",74.0,6.9,5.0,1993
Cyborg 2,"['action', 'adventure', 'science fiction']",99.0,3.9,34.0,1993
Deadly Advice,[],91.0,0.0,0.0,1994
The Legend II,"['adventure', 'action', 'comedy', 'foreign']",95.0,6.4,25.0,1993
Fortress,"['action', 'thriller', 'science fiction']",95.0,5.7,171.0,1992
The Puppetmaster,"['mystery', 'drama', 'war']",142.0,6.6,9.0,1993
Josh and S.A.M.,"['adventure', 'action', 'comedy']",96.0,5.0,4.0,1993
Latcho Drom,"['music', 'documentary']",103.0,6.3,10.0,1993
Leningrad Cowboys Meet Moses,"['adventure', 'comedy', 'music']",94.0,6.1,7.0,1994
Mr. Nanny,"['family', 'comedy', 'action']",84.0,4.8,44.0,1993
The Night We Never Met,"['romance', 'comedy', 'drama']",99.0,5.6,7.0,1993
Philadelphia Experiment II,['science fiction'],97.0,5.0,15.0,1993
The Positively True Adventures of the Alleged Texas Cheerleader Murdering Mom,"['comedy', 'drama']",99.0,6.7,6.0,1993
The Snapper,"['comedy', 'drama']",91.0,6.3,21.0,1993
Sonatine,"['action', 'crime', 'thriller']",94.0,7.3,91.0,1993
Splitting Heirs,['comedy'],87.0,4.6,22.0,1993
Tai-Chi Master,"['action', 'comedy', 'drama', 'thriller']",96.0,7.0,61.0,1993
Three of Hearts,"['comedy', 'drama', 'romance']",110.0,3.9,8.0,1993
The Stand,"['adventure', 'drama', 'fantasy', 'horror']",366.0,6.7,155.0,1994
71 Fragments of a Chronology of Chance,['drama'],100.0,7.0,31.0,1994
Naked Killer,"['action', 'crime', 'romance']",100.0,5.7,11.0,1992
Dark Angel: The Ascent,"['horror', 'romance']",81.0,4.7,6.0,1994
Darkman II: The Return of Durant,"['action', 'adventure', 'science fiction', 'thriller']",93.0,4.5,44.0,1995
Embrace of the Vampire,"['horror', 'thriller']",92.0,5.0,34.0,1995
Felidae,"['animation', 'mystery', 'thriller']",82.0,6.3,31.0,1994
Floundering,"['comedy', 'romance']",96.0,5.6,4.0,1994
Freaked,['comedy'],86.0,6.0,28.0,1993
Golden Gate,"['crime', 'drama']",91.0,2.5,2.0,1994
Fist of Legend,['action'],103.0,7.4,118.0,1994
Paperback Romance,"['romance', 'comedy']",94.0,6.5,1.0,1994
Macross Plus: Movie Edition,"['action', 'adventure', 'animation', 'science fiction']",115.0,7.2,26.0,1995
Major League II,['comedy'],105.0,5.2,83.0,1994
My Father the Hero,"['comedy', 'family', 'romance']",90.0,5.1,38.0,1994
"Take Care of Your Scarf, Tatiana","['comedy', 'romance']",65.0,7.2,12.0,1994
Pumpkinhead II: Blood Wings,['horror'],88.0,4.6,34.0,1994
A Pure Formality,"['crime', 'thriller']",108.0,7.7,59.0,1994
Staggered,"['comedy', 'foreign']",95.0,5.5,5.0,1994
The Defender,"['drama', 'action', 'thriller']",92.0,6.5,32.0,1994
The Langoliers,"['drama', 'horror', 'science fiction', 'mystery', 'thriller']",180.0,6.0,158.0,1995
Blood & Donuts,"['horror', 'action', 'comedy']",90.0,5.0,14.0,1995
Gonin,"['action', 'crime', 'foreign', 'thriller']",109.0,7.2,6.0,1995
Kivenpyörittäjän kylä,[],90.0,6.7,3.0,1995
Last of the Dogmen,"['adventure', 'mystery', 'thriller', 'western']",118.0,7.2,34.0,1995
Whisper of the Heart,"['animation', 'drama', 'family']",111.0,7.7,349.0,1995
The Passion of Darkly Noon,"['mystery', 'drama', 'thriller']",99.0,6.1,16.0,1995
High Risk,"['action', 'comedy']",101.0,5.6,16.0,1995
Street Fighter II: The Animated Movie,"['animation', 'action']",102.0,6.7,34.0,1994
Trinity And Beyond: The Atomic Bomb Movie,['documentary'],92.0,6.9,14.0,1995
Tromeo & Juliet,"['comedy', 'drama', 'romance', 'thriller']",107.0,6.0,39.0,1996
Cannibal! The Musical,"['comedy', 'history', 'horror']",97.0,6.8,43.0,1993
A Summer's Tale,"['comedy', 'drama', 'romance']",113.0,7.0,23.0,1996
Fetishes,['documentary'],84.0,5.1,10.0,1996
The God of Cookery,['comedy'],95.0,7.0,34.0,1996
Jack Frost,"['fantasy', 'horror', 'comedy']",89.0,5.3,48.0,1997
The Hunters,"['thriller', 'crime', 'mystery']",113.0,6.5,32.0,1996
Drifting Clouds,['drama'],96.0,7.1,33.0,1996
The Late Shift,"['comedy', 'drama']",95.0,5.8,17.0,1996
"Pretty Village, Pretty Flame","['drama', 'war']",115.0,8.0,28.0,1996
My Man,"['comedy', 'drama', 'romance']",99.0,6.6,4.0,1996
No Way Back,"['action', 'crime', 'thriller']",91.0,5.0,12.0,1995
No Way Home,['drama'],102.0,7.6,5.0,1996
Pusher,"['action', 'crime', 'drama', 'thriller']",105.0,6.8,162.0,1996
Robinson Crusoe,"['action', 'adventure', 'drama']",92.0,5.7,52.0,1997
Freakin' Beautiful World,['drama'],95.0,7.0,1.0,1997
Sgt. Kabukiman N.Y.P.D.,"['action', 'comedy', 'fantasy']",105.0,6.1,16.0,1991
Earth,"['drama', 'romance', 'science fiction']",125.0,7.4,10.0,1996
Emma,"['tv movie', 'comedy', 'drama', 'romance']",107.0,6.7,34.0,1996
American Perfekt,"['action', 'thriller']",100.0,5.0,1.0,1997
Bikini Summer III: South Beach Heat,['comedy'],87.0,1.5,2.0,1997
The Boxer,"['drama', 'romance']",114.0,6.7,44.0,1997
The Brave,['drama'],123.0,5.7,49.0,1997
Cremaster 5,['drama'],55.0,6.2,9.0,1997
Executive Target,"['action', 'thriller']",100.0,6.0,3.0,1997
Face,"['crime', 'drama', 'thriller']",105.0,6.0,13.0,1997
Snow White: A Tale of Terror,"['fantasy', 'horror']",100.0,6.0,62.0,1997
Gummo,['drama'],89.0,6.5,133.0,1997
Hamilton,"['action', 'thriller']",122.0,6.0,16.0,1998
Chicago Cab,"['comedy', 'drama']",96.0,5.7,3.0,1997
Kiss or Kill,"['crime', 'drama']",96.0,4.2,3.0,1997
Destiny,"['drama', 'history']",135.0,6.9,9.0,1997
Mean Guns,"['action', 'adventure', 'crime', 'thriller']",110.0,5.8,27.0,1997
Men with Guns,"['action', 'drama', 'foreign', 'thriller']",127.0,6.3,3.0,1997
Nirvana,"['thriller', 'fantasy', 'science fiction']",113.0,6.6,57.0,1997
Dance with the Devil,"['action', 'thriller']",126.0,6.2,39.0,1997
Photographing Fairies,"['mystery', 'fantasy', 'drama']",106.0,5.2,6.0,1997
Postman Blues,"['crime', 'drama', 'action']",110.0,6.6,8.0,1997
Quicksilver Highway,"['horror', 'thriller']",90.0,4.5,14.0,1997
The Swindle,"['comedy', 'crime', 'thriller']",105.0,6.4,5.0,1997
Safe House,['thriller'],112.0,5.9,7.0,1998
"Sick: The Life and Death of Bob Flanagan, Supermasochist",['documentary'],90.0,5.9,9.0,1997
The Lion King 2: Simba's Pride,"['animation', 'family', 'adventure']",81.0,6.7,1034.0,1998
Wishful Thinking,"['comedy', 'romance']",91.0,5.5,4.0,1996
From the Earth to the Moon,"['documentary', 'drama']",720.0,8.4,26.0,1998
Beowulf,"['action', 'science fiction', 'thriller', 'adventure', 'horror', 'fantasy']",95.0,4.4,52.0,1999
From Dusk Till Dawn 3: The Hangman's Daughter,"['western', 'horror', 'thriller']",94.0,4.6,79.0,1999
The Interview,['drama'],104.0,6.8,32.0,1998
RKO 281,"['history', 'drama']",83.0,6.3,14.0,1999
From Dusk Till Dawn 2: Texas Blood Money,"['crime', 'action', 'horror', 'thriller']",88.0,4.4,114.0,1999
"Torrente, the Dumb Arm of the Law","['comedy', 'crime']",97.0,6.2,52.0,1998
Koko Flanel,"['comedy', 'romance']",95.0,5.7,11.0,1990
Bruno,"['comedy', 'drama']",108.0,7.4,8.0,2000
Dead Man's Curve,"['drama', 'horror', 'mystery', 'thriller']",91.0,5.1,20.0,1998
Fudoh: The New Generation,"['action', 'thriller', 'crime', 'foreign']",98.0,6.9,10.0,1996
Gia,"['drama', 'romance']",120.0,6.7,156.0,1998
Thursday,"['drama', 'action', 'crime', 'thriller']",84.0,7.0,84.0,1998
Sophie's World,"['fantasy', 'drama', 'family']",113.0,5.5,11.0,1999
Wavelength,['documentary'],43.0,6.1,15.0,1967
Who Am I?,"['adventure', 'action', 'comedy', 'thriller']",108.0,6.6,178.0,1998
The Kingdom II,"['horror', 'mystery']",286.0,6.7,10.0,1997
Merlin,"['adventure', 'drama', 'fantasy']",182.0,6.0,47.0,1998
Rogue Trader,['drama'],101.0,6.0,38.0,1999
Breast Men,"['tv movie', 'drama', 'comedy']",95.0,5.0,21.0,1997
A Murder of Crows,"['action', 'crime', 'thriller']",102.0,6.0,40.0,1999
"Bang, Boom, Bang","['crime', 'action', 'comedy']",110.0,7.5,52.0,1999
Batman & Mr. Freeze: SubZero,"['animation', 'action', 'crime']",70.0,6.9,79.0,1998
The Pentagon Wars,"['comedy', 'drama', 'war']",104.0,6.8,12.0,1998
A Place Called Chiapas,['documentary'],89.0,6.9,5.0,1998
Two Hands,"['comedy', 'crime', 'thriller']",103.0,6.4,48.0,1999
Brave New World,"['science fiction', 'tv movie']",87.0,6.5,13.0,1998
Addams Family Reunion,"['comedy', 'family', 'fantasy', 'thriller', 'tv movie']",91.0,3.9,46.0,1998
Thick as Thieves,"['drama', 'action', 'comedy', 'crime']",0.0,5.3,12.0,1999
Set Me Free,"['drama', 'romance']",95.0,6.7,3.0,1999
Claire Dolan,['drama'],95.0,6.0,3.0,1998
Jigoku,"['horror', 'drama']",101.0,5.8,20.0,1960
The Smashing Pumpkins: Vieuphoria,"['documentary', 'music']",90.0,0.0,0.0,1994
The Class Trip,"['mystery', 'drama']",96.0,6.0,7.0,1998
Flowers of Shanghai,['drama'],130.0,7.5,16.0,1998
The Hole,"['drama', 'fantasy', 'romance']",95.0,7.2,16.0,1998
Of Freaks and Men,"['comedy', 'drama']",93.0,5.9,14.0,1998
Das merkwürdige Verhalten geschlechtsreifer Großstädter zur Paarungszeit,['comedy'],89.0,6.3,7.0,1998
Purgatory,"['fantasy', 'action', 'western', 'science fiction']",94.0,4.4,8.0,1999
Juha,"['romance', 'comedy', 'drama']",78.0,6.8,9.0,1999
Lady Snowblood,"['action', 'drama', 'thriller']",97.0,7.8,79.0,1973
The Tough Ones,"['drama', 'action']",105.0,6.8,17.0,1999
Takedown,"['action', 'thriller']",92.0,6.3,56.0,2000
Bleeder,"['drama', 'horror', 'thriller']",98.0,7.1,34.0,1999
Dil Se..,"['drama', 'romance']",163.0,6.7,29.0,1998
The Bodyguard,"['action', 'thriller']",0.0,3.7,3.0,1973
Vidocq,"['fantasy', 'action', 'thriller', 'crime', 'science fiction', 'mystery']",98.0,5.8,133.0,2001
Molokai: The Story of Father Damien,"['drama', 'foreign']",0.0,3.8,3.0,2002
Le Samouraï,"['crime', 'drama', 'thriller']",105.0,7.9,187.0,1967
Candyman: Day of the Dead,"['fantasy', 'horror']",93.0,3.6,37.0,1999
The 4th Floor,"['horror', 'mystery', 'thriller']",90.0,5.7,24.0,1999
A Long Hot Summer,"['music', 'comedy']",0.0,6.1,7.0,1999
The Batman Superman Movie: World's Finest,"['action', 'animation']",64.0,7.1,53.0,1998
The End of Evangelion,"['animation', 'drama', 'science fiction']",87.0,8.1,124.0,1997
The Life of Aleksis Kivi,[],104.0,7.0,3.0,2002
He Died with a Felafel in His Hand,['comedy'],107.0,6.9,17.0,2001
Kuch Kuch Hota Hai,"['drama', 'romance']",185.0,7.5,93.0,1998
Document of the Dead,['documentary'],91.0,7.8,6.0,1985
Venus Beauty Institute,"['comedy', 'drama', 'romance']",105.0,5.4,19.0,1999
Cherry Falls,"['mystery', 'horror', 'thriller']",92.0,4.7,64.0,2000
Freeway II: Confessions of a Trickbaby,"['comedy', 'crime', 'drama']",97.0,6.0,13.0,1999
Joseph and the Amazing Technicolor Dreamcoat,['music'],76.0,6.1,13.0,1999
Style Wars,"['music', 'documentary', 'tv movie']",70.0,8.1,14.0,1983
In July,"['adventure', 'comedy', 'romance']",100.0,7.5,54.0,2000
Joan of Arc,"['drama', 'history']",140.0,6.7,22.0,1999
Kirikou and the Sorceress,"['fantasy', 'adventure', 'animation', 'family']",70.0,7.2,229.0,1998
After the Rain,['drama'],91.0,7.3,19.0,1999
The Prophecy 3: The Ascent,"['fantasy', 'horror', 'thriller']",103.0,5.5,38.0,2000
Taxi 2,"['action', 'comedy', 'crime']",82.0,6.1,430.0,2000
Pups,"['thriller', 'action', 'drama', 'crime']",99.0,6.6,7.0,1999
Peculiarities of the National Fishing,['comedy'],95.0,6.8,17.0,1998
Cut,"['comedy', 'foreign', 'horror', 'thriller']",82.0,4.5,13.0,2000
Kadosh,"['drama', 'romance', 'foreign']",110.0,6.1,4.0,1999
Essex Boys,"['crime', 'thriller']",102.0,5.7,30.0,2000
Picking Up the Pieces,"['comedy', 'thriller', 'mystery']",95.0,4.1,21.0,2000
Badding,[],103.0,5.0,4.0,2000
The Wedding Waltz,"['drama', 'comedy']",56.0,7.7,3.0,1988
Meeting People Is Easy,"['music', 'documentary']",95.0,7.2,10.0,1998
Cruel Intentions 2,"['drama', 'romance', 'thriller']",87.0,4.4,99.0,2000
Adrenaline Drive,"['comedy', 'crime', 'romance', 'foreign']",112.0,7.3,3.0,1999
Humanité,['drama'],148.0,6.7,19.0,1999
Beautiful Joe,"['drama', 'action', 'comedy', 'thriller', 'romance']",98.0,5.5,6.0,2000
The Underground Comedy Movie,['comedy'],88.0,2.1,5.0,1999
The Shrink Is In,"['comedy', 'romance']",87.0,5.8,5.0,2001
Charisma,"['drama', 'thriller']",104.0,5.8,7.0,1999
Guest House Paradiso,['comedy'],89.0,6.3,41.0,1999
Swimming,['drama'],98.0,5.5,2.0,2000
If These Walls Could Talk 2,"['romance', 'drama']",96.0,6.3,26.0,2000
The Trumpet Of The Swan,"['animation', 'family']",75.0,5.1,13.0,2001
The 10th Kingdom,"['adventure', 'comedy', 'family', 'fantasy', 'mystery', 'romance']",417.0,7.5,51.0,2000
An Extremely Goofy Movie,"['animation', 'family', 'comedy']",79.0,6.0,123.0,2000
The Wind Will Carry Us,['drama'],118.0,6.9,26.0,1999
Water Drops on Burning Rocks,"['drama', 'romance']",90.0,6.8,22.0,2000
The Tracker,"['western', 'drama', 'foreign', 'history']",90.0,6.6,15.0,2002
2046,"['fantasy', 'drama', 'science fiction', 'romance']",129.0,6.9,208.0,2004
Bruiser,"['mystery', 'horror']",99.0,5.4,37.0,2000
Taboo,"['drama', 'horror', 'thriller', 'mystery']",80.0,2.9,9.0,2002
Crane World,"['drama', 'foreign']",90.0,6.7,3.0,1999
Cremaster 2,['drama'],79.0,5.8,9.0,1999
Running Out of Time,"['drama', 'action', 'thriller', 'crime']",93.0,7.5,31.0,1999
The Wog Boy,['comedy'],92.0,6.2,5.0,2000
Century of the Dragon,['thriller'],0.0,8.0,2.0,1999
Chasing Sleep,"['horror', 'mystery', 'thriller']",104.0,6.4,16.0,2000
The Stepdaughter,['horror'],92.0,4.7,3.0,2000
Possible Worlds,"['mystery', 'science fiction', 'drama']",93.0,5.8,10.0,2000
The Nameless,"['horror', 'thriller']",102.0,4.9,34.0,1999
The Debt,"['drama', 'thriller', 'crime', 'foreign']",106.0,6.5,9.0,1999
Female Prisoner #701: Scorpion,['crime'],87.0,7.3,24.0,1972
Female Prisoner Scorpion: Jailhouse 41,"['action', 'crime', 'drama', 'thriller']",90.0,7.5,17.0,1972
Bartleby,"['comedy', 'drama']",85.0,5.3,8.0,2001
Night of the Day of the Dawn of the Son of the Bride Part 2: In Shocking 2-D,[],96.0,5.3,4.0,1991
Restless,['romance'],106.0,5.2,16.0,2000
Shiner,"['drama', 'action', 'crime']",99.0,5.1,10.0,2000
Batman Beyond: Return of the Joker,"['animation', 'family']",74.0,7.5,152.0,2000
Roberto Succo,['drama'],124.0,6.1,5.0,2001
Suzhou River,"['drama', 'foreign', 'romance']",83.0,6.3,15.0,2000
6ixtynin9,"['comedy', 'crime', 'thriller']",118.0,7.0,18.0,1999
Audition,"['mystery', 'drama', 'horror', 'thriller']",115.0,6.8,372.0,1999
The Nine Lives of Tomas Katz,"['comedy', 'drama', 'fantasy', 'mystery']",87.0,7.7,7.0,2000
For Love or Country: The Arturo Sandoval Story,"['documentary', 'drama']",0.0,6.3,3.0,2000
Paragraph 175,"['history', 'documentary']",81.0,4.2,6.0,2000
Devdas,"['drama', 'romance']",185.0,7.4,78.0,2002
Mimic 2,"['horror', 'science fiction', 'thriller']",82.0,4.8,54.0,2001
Monday,"['comedy', 'crime', 'action', 'thriller']",100.0,7.5,22.0,2000
Paradise Lost 2: Revelations,['documentary'],130.0,7.2,26.0,2000
Dark Prince: The True Story of Dracula,['horror'],92.0,6.2,16.0,2000
Sound and Fury,['documentary'],80.0,5.4,7.0,2000
The Hole,"['crime', 'drama', 'horror', 'thriller']",102.0,6.4,227.0,2001
The Sleeping Dictionary,"['drama', 'romance']",109.0,6.3,38.0,2003
When Strangers Appear,"['action', 'drama', 'mystery', 'thriller']",98.0,5.5,12.0,2001
Revolutionary Girl Utena: The Movie,"['animation', 'fantasy', 'action']",87.0,7.3,12.0,1999
Speaking of Sex,"['comedy', 'romance']",97.0,5.9,6.0,2001
Good Advice,"['comedy', 'romance']",93.0,5.7,24.0,2001
Needing You...,"['drama', 'comedy', 'romance', 'foreign']",101.0,5.7,10.0,2000
The Mists of Avalon,"['drama', 'fantasy']",183.0,6.4,44.0,2001
Spiral,"['mystery', 'fantasy', 'horror']",90.0,6.0,49.0,2000
The Big Animal,[],73.0,7.6,5.0,2000
Old Men in New Cars: In China They Eat Dogs II,"['action', 'comedy', 'crime', 'thriller']",95.0,6.9,37.0,2002
Purely Belter,"['comedy', 'drama']",95.0,7.0,7.0,2000
The Quickie,"['drama', 'crime']",99.0,4.3,4.0,2001
Kabhi Khushi Kabhie Gham,"['comedy', 'drama']",210.0,7.6,103.0,2001
The River,"['drama', 'romance']",104.0,7.0,2.0,2001
Werckmeister Harmonies,['drama'],145.0,7.4,61.0,2000
Asterix & Obelix: Mission Cleopatra,"['family', 'fantasy', 'comedy', 'adventure']",108.0,7.2,782.0,2002
Is It Fall Yet?,"['animation', 'comedy']",75.0,7.5,23.0,2000
Late Night Shopping,"['comedy', 'romance']",91.0,6.3,11.0,2001
Uprising,"['tv movie', 'drama', 'history', 'war']",177.0,6.3,18.0,2001
61*,"['drama', 'history']",129.0,6.3,34.0,2001
The Tunnel,"['drama', 'thriller']",150.0,6.9,33.0,2001
Long Time Dead,"['horror', 'thriller']",94.0,4.5,30.0,2002
The Laramie Project,"['crime', 'drama']",95.0,6.0,13.0,2002
Run Ronnie Run,['comedy'],86.0,5.7,24.0,2002
Gojoe: Spirit War Chronicle,"['action', 'history']",138.0,6.7,9.0,2000
A Gentleman's Game,['drama'],112.0,4.2,3.0,2002
Joint Security Area,"['war', 'drama', 'thriller']",110.0,7.7,115.0,2000
